rab.all	rab.win.Rhizosphere	rab.win.Soil	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
8.295236496452121	6.6737199062393735	8.860349272332773	1.61685704571744	4.987851251214058	0.2905323224916977	0.3702016965165586	0.037825721763880875	1	0.05962301066950233	1
5.933401115971493	3.6297508925373734	6.635312517235728	3.0709109447518497	5.254758072911306	0.5130549376516406	0.27391022472917465	0.005598246281426262	1	0.0024185550038953296	0.8050967663163812
9.351056442063031	9.149416000592366	9.489767161221302	0.4752813712092081	1.6742747357944125	0.2558246394379017	0.38020833782218755	0.09174691900376171	1	0.1117386305324686	1
0.6866768682613804	0.39512188707174456	0.8912770535985981	0.8754877299588166	6.882966872392771	0.12159314727462892	0.43526350264784297	0.5013838075374398	1	0.5253164475128176	0.9943782242297502
2.8052841288472283	1.751969521291632	3.7125439047812385	1.2684963410578352	6.713688517140132	0.16983731282827763	0.41639557883100686	0.2832881228594005	1	0.2639860715203907	1
7.725458981560658	7.253815276396708	8.039708198714596	0.8194470913639806	3.0262834963504917	0.17264219763791805	0.38411458765891343	0.5754971921186011	1	0.13915788416355696	1
7.813383019503869	6.540755273151419	8.446460488376509	1.442386036475713	2.93764840920484	0.41156616997609913	0.2994791751067758	0.009145945818287517	1	0.0059197649691671355	0.89981892808062
4.4992283791027265	2.7659974367755975	5.31085652940722	1.3707803474925768	6.229707295659688	0.18660003942796988	0.41666666969420396	0.26190809772602375	1	0.22816875452782648	1
8.635400577230119	8.024422061667998	9.026932412980994	1.1112961823256704	2.2786739734741372	0.31527683450548366	0.28562134953885526	0.01976311566916328	1	0.004838980140097764	0.8826331509703496
5.411370707809523	3.874001459096063	6.392568159665225	2.0274292731262094	5.557444784660194	0.336353129203503	0.3233571964496162	0.09065245571606977	1	0.03234161003385055	0.9959622015264448
3.563753563466027	1.5809605246189866	5.044477338367195	2.704430468623415	6.403046860870423	0.38634584276590933	0.33919271466853823	0.06710763414655001	1	0.04748774088329189	0.9868480037744266
0.2722521180326156	0.13358148286029436	0.38582245672137194	0.42001016085493514	4.863780308150663	0.07701839521363807	0.4576822931721657	0.5210550447769987	1	0.6142394784029752	0.9972036417207666
7.783122742035732	6.524423551187276	8.216918810951075	1.3895800413707415	4.676698912335162	0.2702387698238563	0.33246584920765626	0.07191567385732554	1	0.03412535954364817	1
2.8166788941361247	1.6946139854423654	6.1606284283579935	1.9678059046347949	7.075703947852054	0.30026859694686747	0.3723958381544815	0.12048604144406576	1	0.10689286629937607	0.9979839601304599
6.5023884416799715	3.892302765473996	7.150532082786984	2.843127860237904	5.148733731523433	0.49376437653878724	0.2810670232178289	0.005194955474191963	1	0.0029284030937018666	0.8198287064314163
5.2188966722958785	3.604021784553809	5.966403666849625	1.8948077945944766	5.4178859667563986	0.3317107329696199	0.3220559603428547	0.07411271869471514	1	0.021755484097153898	0.9807217279527037
2.584968897913318	1.712181447952977	3.187072114544815	0.8855475926786482	5.95988583198882	0.14527238582559787	0.4242029955798552	0.4608137413122766	1	0.3830263076956254	1
5.559196464798422	3.9880610723507113	6.373014192642437	1.5212770473328883	6.331068568959523	0.23039031600779689	0.4003906286637359	0.2284541751509771	1	0.1970806632157432	1
2.041267774184502	1.1223482804897484	3.014200448927337	2.1692171264010884	5.979036662218833	0.31584692772284273	0.35807292211902464	0.1735682189992359	1	0.13473614940965942	0.9930699431530777
2.7322465352779837	1.1952282609908762	3.8504190885923295	2.214970505697086	6.118848999538501	0.3356817920943051	0.3643461339878328	0.1242237962664763	1	0.08877737933113508	0.9972200534752232
5.73904618613696	5.141403715091285	6.140079786126289	1.1213727248396559	4.831993465609861	0.22025058713750867	0.36263021358155345	0.16830147294553946	1	0.07219807441783051	1
2.9601261208083445	1.5625597476890292	3.9894257434241247	2.3746102470771975	6.365261830172862	0.3485865018112518	0.3444010477519418	0.11950221778983752	1	0.08939286767842361	0.9995400707080084
1.9296611204059708	1.4499125855988488	2.1605507044576706	0.8009646103790233	5.916762317731584	0.12437315858719833	0.44437215553275194	0.4957250737084569	1	0.4726132014394636	1
8.771976113028796	8.772251413313752	8.771976113028796	0.22785714524061884	1.7983019333012051	0.07497694697967411	0.4348958356725545	0.24855254286083645	1	0.42942474310683915	1
5.192830355053858	3.245433050031452	5.7714096742402115	1.64663698691791	5.264719672707435	0.3166716264225614	0.33072917341946806	0.06513800523844186	1	0.023839809049924127	0.9752314525431588
1.8331472526150128	1.2955515655954404	2.3852951074340547	1.5953777874843045	5.880339105495485	0.23838439579578685	0.39388021225842684	0.23156468743327688	1	0.20574751595725072	0.9981077203438655
5.4049791285651665	4.995612830368049	5.698424602534002	0.296233479037058	4.8852665797812405	0.05186432433913911	0.4723487322731295	0.8214078955339139	1	0.6331061291739445	1
1.3819508728867618	1.2552421851896725	1.4681154812119734	0.24275103869348147	6.303030839672233	0.03779612256377253	0.4853610935552217	0.7691430610638814	1	0.7504522340908223	1
6.478509548713525	5.149605172869626	7.570015500174683	2.3252619983852565	3.9741844901432026	0.5236515487111109	0.20819780350863631	0.004105586189712999	1	7.630083535398363e-5	0.36248280236838154
7.2052731978702775	5.846542089192659	7.633669905666029	1.453365577539408	3.662826683382611	0.3128294097845318	0.31380209096898015	0.03443215700931477	1	0.01215582404311808	0.9672997835532943
1.224928730662774	0.8802750140367452	1.486486568463877	0.6207449717875626	5.7247899327102525	0.09057263513213791	0.4537760433134297	0.6511790440835709	1	0.6079425150371028	1
5.951544493738227	3.6469595262561345	6.615690164317752	1.6923634115227335	7.263824123691222	0.23094685034447954	0.37695312962635313	0.16481448927149153	1	0.10852379310403605	1
7.057568236648338	6.412635522885886	7.597203304980918	1.1164228303810662	1.9301596985309306	0.5110228088589439	0.26627605223033235	0.004809353629689145	1	0.0021558657279210514	0.7733714111500497
0.05423708033110586	0.11678761523228598	0.0043343165362967895	-0.047573053849705005	4.463790473541503	-0.010950285945713036	0.4934895835633286	0.7348373877073501	0.9910057411314167	0.723664747909459	0.9911718678529244
2.041360460684552	1.23338520369406	2.833569132234076	1.4622793541842638	6.198085944368853	0.21035480730504214	0.4111906343343772	0.3002387429394674	1	0.26292503674640333	1
0.3609223766758589	0.012530148826185084	0.5468584841382382	0.6368023591595247	4.753635210131577	0.11630848214242329	0.43815104388519605	0.4957878922857691	1	0.5078099794592821	0.9978468292751264
3.3599038421168608	2.4462044425524727	3.8719100124833217	1.0477629489659517	5.842496374021378	0.16220102169639514	0.4270833359648067	0.3487192958654253	1	0.31089129637817015	1
5.988984653600586	4.683844385275658	6.696796018520237	1.986764244545511	3.962236642176208	0.43813386398098897	0.2706571345138329	0.010647621338394473	1	0.0017173804410341258	0.7670969806916593
1.7757786649768086	0.8714990021636773	2.675134201210893	1.8880907012700519	5.380640417450893	0.30529313901724464	0.3619791719438535	0.1534568445231474	1	0.11025905117463913	0.9894148395053332
